pair,date,high,low,open,close,volume
USDT_BTC,1622548800,98.69114007714026,93.75658307328324,95.89777648888135,95.97318947859016,122194005
USDT_BTC,1622545200,102.29488552206996,97.18014124596645,99.83705639969668,99.26691838608357,90812462.85
USDT_BTC,1622541600,100.03028640295169,95.0287720828041,97.6523879740653,97.24123856261264,101992700.9
USDT_BTC,1622538000,98.34757421384333,93.43019550315115,96.77171553424253,96.67026927637474,98565251.35
USDT_BTC,1622534400,104.1546475336919,98.9469151570073,100.82495300164342,101.16343074670137,210515123.7
USDT_BTC,1622530800,99.4056704691625,94.43538694570437,96.53301489894616,97.23207175241195,100313042.7
USDT_BTC,1622527200,101.22407837997493,96.16287446097617,98.60734761349894,97.93392512535304,111290611.2
USDT_BTC,1622523600,102.25262127086472,97.13999020732147,99.38853557517345,100.94861679706004,96537837.28
USDT_BTC,1622520000,104.72467902297537,99.48844507182659,102.35613884783828,102.93565741987568,64976976.77
USDT_BTC,1622516400,100.46451596383355,95.44129016564186,96.76751796616045,97.4774185396589,116905766.8
USDT_BTC,1622512800,101.46945673377024,96.39598389708172,98.93094981946696,98.65155686930275,113551230.2
USDT_BTC,1622509200,102.4712665566108,97.34770322878026,99.8192498987563,99.94477914273075,118173642.8
USDT_BTC,1622505600,105.9007385641438,100.6057016359366,103.9342493558976,103.87086324219949,196926607.5
USDT_BTC,1622502000,106.85295063068389,101.5103030991497,104.44059566329635,103.33870011737896,98660484.55
USDT_BTC,1622498400,106.27964543624341,100.96566316443123,103.84532521376354,104.04284473091627,86091105.8
USDT_BTC,1622494800,102.91606746783297,97.77026409444132,100.04852499339157,100.3789765826153,54590957.95
USDT_BTC,1622491200,101.66084097428373,96.57779892556954,99.71453493257215,98.87114587446369,62422937.08
USDT_BTC,1622487600,105.85990478973682,100.56690955024997,102.06831840551199,102.39092083713159,72040569.56
USDT_BTC,1622484000,105.63048977048459,100.34896528196035,101.97774882060955,103.1498415225132,70542843.95
USDT_BTC,1622480400,105.15827887135758,99.9003649277897,102.89474256367376,102.44019945146805,147660645
USDT_BTC,1622476800,104.12563497451427,98.91935322578856,101.80473798797152,101.08209191728689,234665903
USDT_BTC,1622473200,102.76977979741294,97.63129080754229,99.91303741477591,99.70838496493296,153858395.1
USDT_BTC,1622469600,100.5612611100481,95.53319805454568,98.79740520428874,98.51155383509095,158281846.4
USDT_BTC,1622466000,104.60066828802549,99.37063487362421,101.61610394681372,101.7117190746547,185178921.1
USDT_BTC,1622462400,104.2318454507243,99.02025317818807,101.37288813957969,102.09284501158187,186290637
USDT_BTC,1622458800,102.16923239957599,97.06077077959719,99.0377917490632,99.48305669056234,190891250.1
USDT_BTC,1622455200,103.05279891833861,97.90015897242168,100.25036499831913,100.61807251481046,320451182.7
USDT_BTC,1622451600,105.23680333498454,99.9749631682353,101.0822686322061,102.55577891046732,157177579.6
USDT_BTC,1622448000,100.60693270064715,95.57658606561479,98.31807099211083,98.29260464198433,168933078.3
USDT_BTC,1622444400,100.81291457388929,95.77226884519482,98.4533299467589,98.61679475896328,213849731.4
USDT_BTC,1622440800,100.01369179078759,95.0130072012482,97.50253825880652,97.65918444921736,137432996.9
USDT_BTC,1622437200,100.16353935977533,95.15536239178655,97.46167222591352,97.32784339308826,121336201.3
USDT_BTC,1622433600,98.88470326928096,93.9404681058169,96.9371097146686,97.35139263646597,92043491.16
USDT_BTC,1622430000,99.62743064886465,94.64605911642141,97.21105780590086,97.36356440409571,118597529.7
USDT_BTC,1622426400,100.24306815990839,95.23091475191296,98.16796773148815,97.68169829731964,133842135.9
USDT_BTC,1622422800,97.0724695153216,92.21884603955552,94.34885812313557,95.30833575815427,121477337.4
USDT_BTC,1622419200,100.08455509116307,95.08032733660491,97.51395086706013,97.36880487426998,119729973.9
USDT_BTC,1622415600,101.58112189065588,96.50206579612308,100.09637571678498,98.88071282464718,57169174.33
USDT_BTC,1622412000,100.08005337482011,95.0760507060791,98.13113096731794,98.31782190280084,61845441.63
USDT_BTC,1622408400,101.85709445905415,96.76423973610144,99.60083086328213,98.79483250707179,55731642.82
USDT_BTC,1622404800,99.80975986305998,94.81927186990697,96.58904494242287,97.01497322125378,103664608.3
USDT_BTC,1622401200,95.2610782852329,90.49802437097125,92.50920534422846,93.38063861692967,58120993.68
USDT_BTC,1622397600,93.31889629380392,88.65295147911371,90.65029826807164,90.29441242079233,107074483
USDT_BTC,1622394000,95.35618979091709,90.58838030137123,93.33481699346889,93.36642041722024,78456527.12
USDT_BTC,1622390400,96.8954004504237,92.0506304279025,95.30088240262516,94.09644165819842,105816196.1
USDT_BTC,1622386800,100.1349728882683,95.12822424385487,97.51560405686207,96.68499985984512,78381085.58
USDT_BTC,1622383200,95.4663101858519,90.6929946765593,93.75225941896538,93.26553983175322,111352590.4
USDT_BTC,1622379600,94.08378904104117,89.37959958898911,91.4897715031592,92.055757540805,100905892
USDT_BTC,1622376000,92.64424805888757,88.0120356559432,90.34795974192961,90.46979479599311,173937486.5
USDT_BTC,1622372400,92.47271617738159,87.8490803685125,90.38129185761807,89.98946099163541,145323843.4
USDT_BTC,1622368800,93.96329436819678,89.26512964978694,92.07112375147187,91.59521306390889,98745851.24
USDT_BTC,1622365200,88.97320345738498,84.52454328451573,86.51898419897059,86.38636481353174,76117938.65
USDT_BTC,1622361600,91.47069762811816,86.89716274671225,89.09963760837465,89.57958470606088,118728731.2
USDT_BTC,1622358000,88.09874440196047,83.69380718186244,86.00638918381279,85.4272746080263,146548011.3
USDT_BTC,1622354400,89.86082569965042,85.3677844146679,87.74409035763715,87.17158812584617,166608363.9
USDT_BTC,1622350800,87.9076943847009,83.51230966546585,85.7037843800581,85.82151937308626,145924860.6
USDT_BTC,1622347200,87.83069508205251,83.43916032794988,84.94974231444607,85.59207116067859,125181274.2
USDT_BTC,1622343600,84.36079391043921,80.14275421491725,82.58644348090806,82.00389664400878,101174774.5
USDT_BTC,1622340000,84.2387055606987,80.02677028266376,81.94889033792045,82.69799525487389,89074825.43
USDT_BTC,1622336400,88.32772564755788,83.91133936517998,86.89675748017875,85.7850011646667,91097967.23
USDT_BTC,1622332800,83.53445542807853,79.3577326566746,81.12955521921025,81.55543072804006,205012385.1
USDT_BTC,1622329200,81.43303254220102,77.36138091509096,78.61402979148633,79.14993372389159,131158843.1
USDT_BTC,1622325600,84.32570971717753,80.10942423131866,82.1853765442212,81.60529251558965,83879883.12
USDT_BTC,1622322000,84.21743774733119,80.00656585996462,82.26950740995932,82.0992645774775,114348571.5
USDT_BTC,1622318400,77.08958577821701,73.23510648930616,75.15235067777348,74.3849663430459,158829092.6
USDT_BTC,1622314800,81.65403325323177,77.57133159057018,80.03322985205557,79.89461536748124,140430109.2
USDT_BTC,1622311200,75.24488781907985,71.48264342812585,73.24995666697991,73.48467175357678,185151195.2
USDT_BTC,1622307600,73.62109951611475,69.94004454030902,71.85597439660285,71.5633051822662,205825824.2
USDT_BTC,1622304000,76.84126267422947,72.99919954051799,75.00314996622453,74.59551440098139,214037791.7
USDT_BTC,1622300400,72.62560511003791,68.99432485453602,71.16020326677409,70.42667009721768,330081680
USDT_BTC,1622296800,77.49250229320333,73.61787717854315,75.69334356180615,75.92567784322489,215487178.6
USDT_BTC,1622293200,67.82427769312478,64.43306380846855,65.70574946221807,66.30138623202606,274765199.4
USDT_BTC,1622289600,73.05843073009471,69.40550919358998,71.13730639907065,71.55932847506828,173866115.8
USDT_BTC,1622286000,72.23249194312386,68.62086734596767,70.18842826476241,70.5346157403777,216141324.8
USDT_BTC,1622282400,67.1483157641002,63.790899975895194,65.41379949302068,65.49292328744424,117187091.3
USDT_BTC,1622278800,73.81468932475235,70.12395485851474,71.85813528141685,71.82318806016403,227642392.5
USDT_BTC,1622275200,66.95810191119708,63.61019681563722,65.39041316869032,64.8979284282318,125944953.2
USDT_BTC,1622271600,65.02567312662994,61.77438947029844,63.12686211821163,63.81118122363843,126533997.5
USDT_BTC,1622268000,68.38043446340095,64.9614127402309,66.79876948008231,66.93396266236873,107203274.3
USDT_BTC,1622264400,65.11019789708241,61.85468800222829,63.43277171551666,62.848912371847156,186107916.1
USDT_BTC,1622260800,64.65412197635536,61.421415877537584,63.04278496865753,62.976831333405066,125984686.7
USDT_BTC,1622257200,68.99913043506496,65.5491739133117,66.9917945407125,66.78928454575504,100231637.7
USDT_BTC,1622253600,59.160222021470986,56.202210920397434,57.31717850468607,57.6509347174534,134320529
USDT_BTC,1622250000,62.30247774117484,59.1873538541161,61.33480030864325,60.67220874338902,111228863.9
USDT_BTC,1622246400,58.36973952042539,55.45125254440412,57.380540528801,56.94570394161469,143455184
USDT_BTC,1622242800,55.63748107958108,52.85560702560202,54.68216841646646,54.263424949164175,129674041.6
USDT_BTC,1622239200,61.48037106251138,58.40635250938581,59.715150106580424,60.22994123588641,183745768.8
USDT_BTC,1622235600,56.527573191400975,53.70119453183092,55.91210229383983,55.45965964087866,248149599.7
USDT_BTC,1622232000,54.68603829982186,51.95173638483077,53.82481287155152,53.62997419080554,209437195.5
USDT_BTC,1622228400,55.98832802950297,53.188911628027824,54.694710171503445,54.323140906025806,189112516.1
USDT_BTC,1622224800,53.79184245826246,51.10225033534933,52.31378295772856,52.46034581869946,157052322.4
USDT_BTC,1622221200,56.255729249911035,53.44294278741548,54.785545644016636,54.743937662714146,193182777.1
USDT_BTC,1622217600,51.65308131409017,49.07042724838566,49.98110941097136,50.44835059359722,287202560.1
USDT_BTC,1622214000,51.449451271935615,48.87697870833883,50.2772076575456,50.21099956010071,130477276.6
USDT_BTC,1622210400,52.28374862810273,49.669561196697586,50.685918530827934,51.22872629209581,133806025.4
USDT_BTC,1622206800,48.37968470458814,45.960700469358734,47.11502585082613,47.234848236150135,234158668.6
USDT_BTC,1622203200,46.38123183808429,44.062170246180074,45.27732369274991,45.36969483507739,332240545.3
USDT_BTC,1622199600,49.034525166541655,46.58279890821457,47.4294399548257,47.6195028402114,224790840.4
USDT_BTC,1622196000,47.545911128088335,45.168615571683915,46.451931707533554,45.88876857291926,228363624.3
USDT_BTC,1622192400,43.89060753849355,41.696077161568866,42.828416780610475,42.60001146582001,354141970.6
USDT_BTC,1622188800,47.138516407979196,44.78159058758023,45.951276381520685,45.929658160136256,287909047.2
USDT_BTC,1622185200,45.759635867418886,43.47165407404794,44.798055299137665,44.857901051395146,246738863.4
USDT_BTC,1622181600,44.113192233668315,41.9075326219849,43.178615507589726,42.89982117915595,242862100.4
USDT_BTC,1622178000,47.039415706588116,44.68744492125871,45.88498902863246,45.872419060915405,230120809
USDT_BTC,1622174400,45.95020620434869,43.652695894131256,44.86388456549024,44.672867162473096,225827187.4
USDT_BTC,1622170800,47.9602963711408,45.562281552583755,46.78943482551641,47.279764209911455,95009772.86
USDT_BTC,1622167200,48.76609858905532,46.32779365960255,47.66786551774439,47.55594533502058,80772392.38
USDT_BTC,1622163600,48.681744965501466,46.24765771722639,47.47971782482883,47.91560955102352,120865791.9
USDT_BTC,1622160000,46.76042551484535,44.42240423910308,45.474048216015376,45.600791414526206,160619245
USDT_BTC,1622156400,48.06882588145764,45.66538458738476,46.625367010003195,46.57068618958237,84198712.49
USDT_BTC,1622152800,48.27708599636248,45.863231696544354,47.008708259022846,47.36083918126388,100720455.6
USDT_BTC,1622149200,49.155530566786624,46.69775403844729,47.867064829000526,47.99010782714356,132040356.4
USDT_BTC,1622145600,51.25848720098949,48.69556284094001,49.86057890416844,50.492277968186094,89887463.81
USDT_BTC,1622142000,54.04140234032203,51.339332223305924,52.757974734109915,52.65752045352918,100838351.1
USDT_BTC,1622138400,48.7507868035115,46.31324746333593,46.95541952000936,47.23513067646312,73102056.22
USDT_BTC,1622134800,51.01627915804055,48.46546520013852,49.6160952331505,49.434549118262474,125867669
